,lemma,form,tags,family,language
0,billige,billige,V;NFIN;ACT,1,2
15189,neutron,neutroner,N;NOM;INDF;PL,1,2
15190,videospilfigur,videospilfigurer,N;NOM;INDF;PL,1,2
15191,katalog,kataloget,N;NOM;DEF;SG,1,2
15192,næse,næsernes,N;NOM;DEF;PL,1,2
15193,eksempel,eksemplernes,N;NOM;DEF;PL,1,2
15194,voldgrav,voldgravenes,N;NOM;DEF;PL,1,2
15195,intelligenskvotient,intelligenskvotients,N;GEN;INDF;SG,1,2
15196,skattekiste,skattekistens,N;NOM;DEF;SG,1,2
15197,tidsmaskine,tidsmaskine,N;NOM;INDF;SG,1,2
15198,arbejdsgiver,arbejdsgivere,N;NOM;INDF;PL,1,2
15199,mannequin,mannequiner,N;NOM;INDF;PL,1,2
15200,hæle,hæl,V;IMP;ACT,1,2
15201,lingvist,lingvisterne,N;NOM;DEF;PL,1,2
15202,kvast,kvasten,N;NOM;DEF;SG,1,2
15203,gene,genes,N;GEN;INDF;SG,1,2
15204,tusinde,tusinders,N;GEN;INDF;PL,1,2
15205,suspensorium,suspensorium,N;NOM;INDF;SG,1,2
15206,urmager,urmagerens,N;NOM;DEF;SG,1,2
15207,dødelighed,dødelighedens,N;NOM;DEF;SG,1,2
15208,byttehandel,byttehandels,N;GEN;INDF;SG,1,2
15209,diskussion,diskussions,N;GEN;INDF;SG,1,2
15210,løkke,løkkerne,N;NOM;DEF;PL,1,2
15211,trampolin,trampolinen,N;NOM;DEF;SG,1,2
15212,redoxreaktion,redoxreaktionen,N;NOM;DEF;SG,1,2
15213,måned,månedernes,N;NOM;DEF;PL,1,2
15214,undulat,undulater,N;NOM;INDF;PL,1,2
15215,fregne,fregnens,N;NOM;DEF;SG,1,2
15216,storetå,storetæers,N;GEN;INDF;PL,1,2
15217,offer,offer,N;NOM;INDF;SG,1,2
15218,højttaler,højttaler,N;NOM;INDF;SG,1,2
15219,hængebro,hængebroerne,N;NOM;DEF;PL,1,2
15220,alkoholiker,alkoholikerne,N;NOM;DEF;PL,1,2
15221,afart,afarters,N;GEN;INDF;PL,1,2
15222,julelys,julelys,N;NOM;INDF;SG,1,2
15223,translitteration,translitterationers,N;GEN;INDF;PL,1,2
15224,lyn,lynets,N;NOM;DEF;SG,1,2
15225,klimaforandring,klimaforandrings,N;GEN;INDF;SG,1,2
15226,mynte,mynten,N;NOM;DEF;SG,1,2
15227,vinliste,vinlisternes,N;NOM;DEF;PL,1,2
15228,kryster,krysterens,N;NOM;DEF;SG,1,2
15229,elefant,elefantens,N;NOM;DEF;SG,1,2
15230,delfin,delfinernes,N;NOM;DEF;PL,1,2
15231,tønde,tønde,N;NOM;INDF;SG,1,2
15232,effekt,effekterne,N;NOM;DEF;PL,1,2
15233,psykose,psykosens,N;NOM;DEF;SG,1,2
15234,voldgrav,voldgraves,N;GEN;INDF;PL,1,2
15235,studere,studer,V;IMP;ACT,1,2
15236,smøre,smørernes,N;NOM;DEF;PL,1,2
15237,finmark,finmarkene,N;NOM;DEF;PL,1,2
15238,medalje,medaljes,N;GEN;INDF;SG,1,2
15239,dagbog,dagbøgerne,N;NOM;DEF;PL,1,2
15240,avance,avancer,N;NOM;INDF;PL,1,2
15241,massøse,massøsers,N;GEN;INDF;PL,1,2
15242,kiste,kiste,N;NOM;INDF;SG,1,2
15243,rejsebureau,rejsebureaus,N;GEN;INDF;SG,1,2
15244,hellebard,hellebarders,N;GEN;INDF;PL,1,2
15245,værelse,værelses,N;GEN;INDF;SG,1,2
15246,konserveringsmiddel,konserveringsmiddel,N;NOM;INDF;SG,1,2
15247,nervecelle,nervecelles,N;GEN;INDF;SG,1,2
15248,ryg,rygges,N;GEN;INDF;PL,1,2
15249,dividere,divideredes,V;IND;PST;PASS,1,2
15250,datter,døtres,N;GEN;INDF;PL,1,2
15251,bål,bål,N;NOM;INDF;PL,1,2
15252,juble,jubles,V;IND;PRS;PASS,1,2
15253,paryk,parykker,N;NOM;INDF;PL,1,2
15254,koncert,koncerters,N;GEN;INDF;PL,1,2
15255,kondolere,kondoler,V;IMP;ACT,1,2
15256,eksempelsætning,eksempelsætningerne,N;NOM;DEF;PL,1,2
15257,entré,entréerne,N;NOM;DEF;PL,1,2
15258,pindsvin,pindsvinet,N;NOM;DEF;SG,1,2
15259,panda,pandaerne,N;NOM;DEF;PL,1,2
15260,skrædder,skrædernes,N;NOM;DEF;PL,1,2
15261,kentaur,kentaurers,N;GEN;INDF;PL,1,2
15262,forår,forårs,N;GEN;INDF;PL,1,2
15263,syndrom,syndromer,N;NOM;INDF;PL,1,2
15264,bryggeri,bryggeriers,N;GEN;INDF;PL,1,2
15265,database,databaser,N;NOM;INDF;PL,1,2
15266,hår,hårene,N;NOM;DEF;PL,1,2
15267,decimeter,decimeterne,N;NOM;DEF;PL,1,2
15268,bedemand,bedemands,N;GEN;INDF;SG,1,2
15269,fag,fags,N;GEN;INDF;PL,1,2
15270,klassifikationsalgoritme,klassifikationsalgoritmes,N;GEN;INDF;SG,1,2
15271,flanere,flaneret,V.PTCP;PST;PASS,1,2
15272,årsdag,årsdage,N;NOM;INDF;PL,1,2
15273,juvel,juvelen,N;NOM;DEF;SG,1,2
15274,brandert,branderters,N;GEN;INDF;PL,1,2
15275,golfkølle,golfkølles,N;GEN;INDF;SG,1,2
15276,hjerte,hjertet,N;NOM;DEF;SG,1,2
15277,honning,honningernes,N;NOM;DEF;PL,1,2
15278,afprøvning,afprøvningers,N;GEN;INDF;PL,1,2
15279,kaskade,kaskader,N;NOM;INDF;PL,1,2
15280,føn,fønerne,N;NOM;DEF;PL,1,2
15281,mundharpe,mundharpers,N;GEN;INDF;PL,1,2
15282,kasket,kaskettens,N;NOM;DEF;SG,1,2
15283,tilnavn,tilnavnenes,N;NOM;DEF;PL,1,2
15284,fløjte,fløjtes,N;GEN;INDF;SG,1,2
15285,horehus,horehus,N;NOM;INDF;SG,1,2
15286,stamme,stammerne,N;NOM;DEF;PL,1,2
15287,knald,knalds,N;GEN;INDF;PL,1,2
15288,pensum,pensaenes,N;NOM;DEF;PL,1,2
15289,eng,eng,N;NOM;INDF;SG,1,2
15290,fersken,ferskens,N;GEN;INDF;SG,1,2
15291,pate,pateen,N;NOM;DEF;SG,1,2
15292,euro,euros,N;GEN;INDF;SG,1,2
15293,agurk,agurker,N;NOM;INDF;PL,1,2
15294,puddel,pudlenpuddelen,N;NOM;DEF;SG,1,2
15295,knagebræt,knagebræts,N;GEN;INDF;SG,1,2
15296,bøsse,bøssen,N;NOM;DEF;SG,1,2
15297,småbarn,småbørnenes,N;NOM;DEF;PL,1,2
15298,analfabet,analfabeterne,N;NOM;DEF;PL,1,2
15299,niece,niecer,N;NOM;INDF;PL,1,2
15300,håb,håb,N;NOM;INDF;SG,1,2
15301,spørgsmålstegn,spørgsmålstegnets,N;NOM;DEF;SG,1,2
15302,refraktion,refraktionens,N;NOM;DEF;SG,1,2
15303,skræddermester,skræddermesteren,N;NOM;DEF;SG,1,2
15304,plakat,plakat,N;NOM;INDF;SG,1,2
15305,cyklus,cyklussen,N;NOM;DEF;SG,1,2
15306,sangsvane,sangsvaners,N;GEN;INDF;PL,1,2
15307,gemmested,gemmesteders,N;GEN;INDF;PL,1,2
15308,planche,plancher,N;NOM;INDF;PL,1,2
15309,navne,navners,N;GEN;INDF;PL,1,2
15310,pirat,piraternes,N;NOM;DEF;PL,1,2
15311,spor,spors,N;GEN;INDF;PL,1,2
15312,anagram,anagrammers,N;GEN;INDF;PL,1,2
15313,kaptajn,kaptajner,N;NOM;INDF;PL,1,2
15314,ytringsfrihed,ytringsfriheden,N;NOM;DEF;SG,1,2
15315,stød,stød,N;NOM;INDF;PL,1,2
15316,samleje,samlejerne,N;NOM;DEF;PL,1,2
15317,nøgleroman,nøgleromanernes,N;NOM;DEF;PL,1,2
15318,ædelgas,ædelgassen,N;NOM;DEF;SG,1,2
15319,kunde,kunders,N;GEN;INDF;PL,1,2
15320,orgel,orgels,N;GEN;INDF;SG,1,2
15321,ornitologi,ornitologiers,N;GEN;INDF;PL,1,2
15322,diamant,diamanterne,N;NOM;DEF;PL,1,2
15323,rig,rigges,N;GEN;INDF;PL,1,2
15324,skonnert,skonnerten,N;NOM;DEF;SG,1,2
15325,pinlighed,pinligheden,N;NOM;DEF;SG,1,2
15326,koben,kobenet,N;NOM;DEF;SG,1,2
15327,plads,plads,N;NOM;INDF;SG,1,2
15328,sål,sålernes,N;NOM;DEF;PL,1,2
15329,ambassadør,ambassadørens,N;NOM;DEF;SG,1,2
15330,cigarettænder,cigarettænder,N;NOM;INDF;SG,1,2
15331,absint,absints,N;GEN;INDF;SG,1,2
15332,musikkonservatorie,musikkonservatories,N;GEN;INDF;SG,1,2
15333,nøgleroman,nøgleromanen,N;NOM;DEF;SG,1,2
15334,idol,idoler,N;NOM;INDF;PL,1,2
15335,trompet,trompeters,N;GEN;INDF;PL,1,2
15336,måned,måned,N;NOM;INDF;SG,1,2
15337,længsel,længslers,N;GEN;INDF;PL,1,2
15338,etymolog,etymologers,N;GEN;INDF;PL,1,2
15339,rytter,rytteres,N;GEN;INDF;PL,1,2
15340,kande,kande,N;NOM;INDF;SG,1,2
15341,vogn,vognene,N;NOM;DEF;PL,1,2
15342,torturere,torturer,V;IMP;ACT,1,2
15343,spidsborger,spidsborgers,N;GEN;INDF;SG,1,2
15344,renovere,renoverede,V;IND;PST;ACT,1,2
15345,forkølelse,forkølelsen,N;NOM;DEF;SG,1,2
15346,næsehorn,næsehornene,N;NOM;DEF;PL,1,2
15347,bøjle,bøjlers,N;GEN;INDF;PL,1,2
15348,bombe,bombers,N;GEN;INDF;PL,1,2
15349,diskotek,diskotek,N;NOM;INDF;SG,1,2
15350,novelle,novellers,N;GEN;INDF;PL,1,2
15351,paradoks,paradokser,N;NOM;INDF;PL,1,2
15352,skilling,skillingernes,N;NOM;DEF;PL,1,2
15353,kerne,kernen,N;NOM;DEF;SG,1,2
15354,kriterium,kriteriet,N;NOM;DEF;SG,1,2
15355,sandsæk,sandsækkene,N;NOM;DEF;PL,1,2
15356,hierarki,hierarkierne,N;NOM;DEF;PL,1,2
15357,lydkort,lydkorts,N;GEN;INDF;SG,1,2
15358,syrer,syrerenes,N;NOM;DEF;PL,1,2
15359,ildslukker,ildslukkere,N;NOM;INDF;PL,1,2
15360,skæbne,skæbnen,N;NOM;DEF;SG,1,2
15361,bikube,bikubes,N;GEN;INDF;SG,1,2
15362,fiskestang,fiskestænger,N;NOM;INDF;PL,1,2
15363,stinkdyr,stinkdyrenes,N;NOM;DEF;PL,1,2
15364,tegnefilm,tegnefilmen,N;NOM;DEF;SG,1,2
15365,si,siernes,N;NOM;DEF;PL,1,2
15366,vandringsmand,vandringsmænd,N;NOM;INDF;PL,1,2
15367,intimidere,intimiderer,V;IND;PRS;ACT,1,2
15368,kælenavn,kælenavnets,N;NOM;DEF;SG,1,2
15369,sejle,sejl,V;IMP;ACT,1,2
15370,panere,paneredes,V;IND;PST;PASS,1,2
15371,musikartikel,musikartiklens,N;NOM;DEF;SG,1,2
15372,kønsord,kønsords,N;GEN;INDF;SG,1,2
15373,massakre,massakrer,N;NOM;INDF;PL,1,2
15374,nat,nat,N;NOM;INDF;SG,1,2
15375,prosadigt,prosadigtet,N;NOM;DEF;SG,1,2
15376,landmand,landmænds,N;GEN;INDF;PL,1,2
15377,mundharmonika,mundharmonikaen,N;NOM;DEF;SG,1,2
15378,svip,svippenes,N;NOM;DEF;PL,1,2
15379,kommissær,kommissærs,N;GEN;INDF;SG,1,2
15380,nervecelle,nervecelle,N;NOM;INDF;SG,1,2
15381,babyble,babybleen,N;NOM;DEF;SG,1,2
15382,hedning,hedningerne,N;NOM;DEF;PL,1,2
15383,akrobat,akrobaters,N;GEN;INDF;PL,1,2
15384,materiale,materialets,N;NOM;DEF;SG,1,2
15385,asparges,asparges,N;NOM;INDF;SG,1,2
15386,eddike,eddiker,N;NOM;INDF;PL,1,2
15387,granit,granitter,N;NOM;INDF;PL,1,2
15388,påfugl,påfuglene,N;NOM;DEF;PL,1,2
15389,regnskov,regnskoven,N;NOM;DEF;SG,1,2
15390,bydelstat,bydelstaten,N;NOM;DEF;SG,1,2
15391,genstandsled,genstandsleddenes,N;NOM;DEF;PL,1,2
15392,japaner,japaneres,N;GEN;INDF;PL,1,2
15393,vable,vablens,N;NOM;DEF;SG,1,2
15394,vinge,vinges,N;GEN;INDF;SG,1,2
15395,selvportræt,selvportrætternes,N;NOM;DEF;PL,1,2
15396,udsagnsord,udsagnsords,N;GEN;INDF;SG,1,2
15397,rapportør,rapportørens,N;NOM;DEF;SG,1,2
15398,knald,knaldet,N;NOM;DEF;SG,1,2
15399,dødelighed,dødelighederne,N;NOM;DEF;PL,1,2
15400,negl,neglene,N;NOM;DEF;PL,1,2
15401,mineralogi,mineralogierne,N;NOM;DEF;PL,1,2
15402,hav,hav,N;NOM;INDF;SG,1,2
15403,kronprinsesse,kronprinsesser,N;NOM;INDF;PL,1,2
15404,lokomotiv,lokomotivs,N;GEN;INDF;SG,1,2
15405,cellevæg,cellevæggen,N;NOM;DEF;SG,1,2
15406,udråbstegn,udråbstegns,N;GEN;INDF;PL,1,2
15407,jordskælv,jordskælvets,N;NOM;DEF;SG,1,2
15408,campingvogn,campingvognens,N;NOM;DEF;SG,1,2
15409,bølgelængde,bølgelængde,N;NOM;INDF;SG,1,2
15410,grupperabat,grupperabatter,N;NOM;INDF;PL,1,2
15411,bagslag,bagslag,N;NOM;INDF;PL,1,2
15412,galskab,galskaber,N;NOM;INDF;PL,1,2
15413,værelse,værelsets,N;NOM;DEF;SG,1,2
15414,mellemmand,mellemmænd,N;NOM;INDF;PL,1,2
15415,konspirationsteori,konspirationsteoriers,N;GEN;INDF;PL,1,2
15416,gudbarn,gudbarn,N;NOM;INDF;SG,1,2
15417,oliven,olivenenes,N;NOM;DEF;PL,1,2
15418,glas,glas,N;NOM;INDF;PL,1,2
15419,abdicere,abdiceret,V.PTCP;PST;PASS,1,2
15420,trespring,tresprings,N;GEN;INDF;SG,1,2
15421,das,das',N;GEN;INDF;SG,1,2
15422,pesticid,pesticidernes,N;NOM;DEF;PL,1,2
15423,notits,notitser,N;NOM;INDF;PL,1,2
15424,delmængde,delmængdes,N;GEN;INDF;SG,1,2
15425,dominoeffekt,dominoeffekter,N;NOM;INDF;PL,1,2
15426,øldåse,øldåser,N;NOM;INDF;PL,1,2
15427,filigran,filigrannernes,N;NOM;DEF;PL,1,2
15428,69'er,69'eres,N;GEN;INDF;PL,1,2
15429,len,len,N;NOM;INDF;SG,1,2
15430,førnutid,førnutidens,N;NOM;DEF;SG,1,2
15431,måne,måner,N;NOM;INDF;PL,1,2
15432,rejecocktail,rejecocktailen,N;NOM;DEF;SG,1,2
15433,visum,visa,N;NOM;INDF;PL,1,2
15434,væg,vægs,N;GEN;INDF;SG,1,2
15435,platfod,platfodens,N;NOM;DEF;SG,1,2
15436,ketsjer,ketsjere,N;NOM;INDF;PL,1,2
15437,begravelse,begravelsers,N;GEN;INDF;PL,1,2
15438,okse,okser,N;NOM;INDF;PL,1,2
15439,argument,argumentet,N;NOM;DEF;SG,1,2
15440,søndag,søndagene,N;NOM;DEF;PL,1,2
15441,panere,paner,V;IMP;ACT,1,2
15442,kornet,kornetter,N;NOM;INDF;PL,1,2
15443,fjols,fjolset,N;NOM;DEF;SG,1,2
15444,abrikos,abrikos,N;NOM;INDF;SG,1,2
15445,akkord,akkorder,N;NOM;INDF;PL,1,2
15446,fodboldspiller,fodboldspiller,N;NOM;INDF;SG,1,2
15447,franskmand,franskmandens,N;NOM;DEF;SG,1,2
15448,natklub,natklubbens,N;NOM;DEF;SG,1,2
15449,madding,maddingerne,N;NOM;DEF;PL,1,2
15450,diamant,diamanten,N;NOM;DEF;SG,1,2
15451,pip,pips,N;GEN;INDF;SG,1,2
15452,taste,tastedes,V;IND;PST;PASS,1,2
15453,jurist,juristernes,N;NOM;DEF;PL,1,2
15454,flyvning,flyvningers,N;GEN;INDF;PL,1,2
15455,pagaj,pagajer,N;NOM;INDF;PL,1,2
15456,horn,horns,N;GEN;INDF;SG,1,2
15457,tykhornsfår,tykhornsfår,N;NOM;INDF;PL,1,2
15458,kalejdoskop,kalejdoskops,N;GEN;INDF;SG,1,2
15459,ildsjæl,ildsjælen,N;NOM;DEF;SG,1,2
15460,bogorm,bogormes,N;GEN;INDF;PL,1,2
15461,hvidløg,hvidløgene,N;NOM;DEF;PL,1,2
15462,ægte,ægter,V;IND;PRS;ACT,1,2
15463,rapsolie,rapsolierne,N;NOM;DEF;PL,1,2
15464,cigarettænder,cigarettænderens,N;NOM;DEF;SG,1,2
15465,snog,snog,N;NOM;INDF;SG,1,2
15466,bund,bunds,N;GEN;INDF;SG,1,2
15467,medicin,medicin,N;NOM;INDF;SG,1,2
15468,mø,møer,N;NOM;INDF;PL,1,2
15469,affaldsstof,affaldsstoffernes,N;NOM;DEF;PL,1,2
15470,menneske,menneske,N;NOM;INDF;SG,1,2
15471,mord,mordene,N;NOM;DEF;PL,1,2
15472,eng,enge,N;NOM;INDF;PL,1,2
15473,dekret,dekretets,N;NOM;DEF;SG,1,2
15474,tennisspiller,tennisspillers,N;GEN;INDF;SG,1,2
15475,definere,definerende,V.PTCP;PRS;ACT,1,2
15476,drøne,drønet,V.PTCP;PST;PASS,1,2
15477,starut,starutters,N;GEN;INDF;PL,1,2
15478,fiskerbåd,fiskerbådenes,N;NOM;DEF;PL,1,2
15479,klapperslange,klapperslangen,N;NOM;DEF;SG,1,2
15480,eventyrer,eventyreres,N;GEN;INDF;PL,1,2
15481,angstskrig,angstskrigs,N;GEN;INDF;SG,1,2
15482,skuespil,skuespils,N;GEN;INDF;SG,1,2
15483,islom,islommernes,N;NOM;DEF;PL,1,2
15484,underlag,underlags,N;GEN;INDF;PL,1,2
15485,vorte,vortes,N;GEN;INDF;SG,1,2
15486,årstid,årstiders,N;GEN;INDF;PL,1,2
15487,grotte,grottens,N;NOM;DEF;SG,1,2
15488,enebarn,enebørnenes,N;NOM;DEF;PL,1,2
15489,akt,akt,N;NOM;INDF;SG,1,2
15490,veninde,veninderne,N;NOM;DEF;PL,1,2
15491,sejle,sejlende,V.PTCP;PRS;ACT,1,2
15492,napoleonshat,napoleonshatten,N;NOM;DEF;SG,1,2
15493,vals,vals',N;GEN;INDF;SG,1,2
15494,bov,bov,N;NOM;INDF;SG,1,2
15495,hydrat,hydrater,N;NOM;INDF;PL,1,2
15496,mellemniveau,mellemniveaus,N;GEN;INDF;SG,1,2
15497,græshoppe,græshoppe,N;NOM;INDF;SG,1,2
15498,kar,karret,N;NOM;DEF;SG,1,2
15499,vakuum,vakuum,N;NOM;INDF;SG,1,2
15500,mage,magerne,N;NOM;DEF;PL,1,2
15501,tegn,tegnenes,N;NOM;DEF;PL,1,2
15502,akademiker,akademikere,N;NOM;INDF;PL,1,2
15503,modalverbum,modalverbets,N;NOM;DEF;SG,1,2
15504,trafikprop,trafikprops,N;GEN;INDF;SG,1,2
15505,schweizer,schweizerens,N;NOM;DEF;SG,1,2
15506,roomie,roomiens,N;NOM;DEF;SG,1,2
15507,eskadrille,eskadrilles,N;GEN;INDF;SG,1,2
15508,karakteristik,karakteristik,N;NOM;INDF;SG,1,2
15509,forbrydelse,forbrydelser,N;NOM;INDF;PL,1,2
15510,moster,mostre,N;NOM;INDF;PL,1,2
15511,halvbror,halvbrors,N;GEN;INDF;SG,1,2
15512,fotograf,fotografs,N;GEN;INDF;SG,1,2
15513,blåhval,blåhvalernes,N;NOM;DEF;PL,1,2
15514,afgrøde,afgrøder,N;NOM;INDF;PL,1,2
15515,pantebrev,pantebreves,N;GEN;INDF;PL,1,2
15516,flimmerkasse,flimmerkassers,N;GEN;INDF;PL,1,2
15517,pedel,pedellens,N;NOM;DEF;SG,1,2
15518,loddekolbe,loddekolben,N;NOM;DEF;SG,1,2
15519,paryk,parykken,N;NOM;DEF;SG,1,2
15520,horkarl,horkarls,N;GEN;INDF;SG,1,2
15521,nevø,nevøens,N;NOM;DEF;SG,1,2
15522,fylking,fylkingens,N;NOM;DEF;SG,1,2
15523,paté,patéen,N;NOM;DEF;SG,1,2
15524,halvsøster,halvsøsteren,N;NOM;DEF;SG,1,2
15525,huskat,huskattene,N;NOM;DEF;PL,1,2
15526,zebrafinke,zebrafinkers,N;GEN;INDF;PL,1,2
15527,pig,piggen,N;NOM;DEF;SG,1,2
15528,hollænder,hollænders,N;GEN;INDF;SG,1,2
15529,opgave,opgavens,N;NOM;DEF;SG,1,2
15530,efternavn,efternavne,N;NOM;INDF;PL,1,2
15531,relativ,relativets,N;NOM;DEF;SG,1,2
15532,monark,monarks,N;GEN;INDF;SG,1,2
15533,østers,østers,N;NOM;INDF;PL,1,2
15534,bankkonto,bankkonto,N;NOM;INDF;SG,1,2
15535,studium,studierne,N;NOM;DEF;PL,1,2
15536,sløjfe,sløjfers,N;GEN;INDF;PL,1,2
15537,absurditet,absurditetens,N;NOM;DEF;SG,1,2
15538,dampskib,dampskibs,N;GEN;INDF;SG,1,2
15539,smykke,smykke,N;NOM;INDF;SG,1,2
15540,konkurs,konkursernes,N;NOM;DEF;PL,1,2
15541,cellekerne,cellekerne,N;NOM;INDF;SG,1,2
15542,påskeæg,påskeægget,N;NOM;DEF;SG,1,2
15543,sultanat,sultanat,N;NOM;INDF;SG,1,2
15544,avance,avancen,N;NOM;DEF;SG,1,2
15545,brugerbetaling,brugerbetalingens,N;NOM;DEF;SG,1,2
15546,småkage,småkagerne,N;NOM;DEF;PL,1,2
15547,elevator,elevatorerne,N;NOM;DEF;PL,1,2
15548,golfspiller,golfspillerne,N;NOM;DEF;PL,1,2
15549,årstid,årstids,N;GEN;INDF;SG,1,2
15550,savle,savles,V;IND;PRS;PASS,1,2
15551,håndbold,håndboldens,N;NOM;DEF;SG,1,2
15552,kuller,kullernes,N;NOM;DEF;PL,1,2
15553,klemme,klemmens,N;NOM;DEF;SG,1,2
15554,føn,føns,N;GEN;INDF;SG,1,2
15555,bonderøv,bonderøven,N;NOM;DEF;SG,1,2
15556,gærdesmutte,gærdesmutten,N;NOM;DEF;SG,1,2
15557,kølsvin,kølsvin,N;NOM;INDF;SG,1,2
15558,godbid,godbids,N;GEN;INDF;SG,1,2
15559,spermatozo,spermatozoens,N;NOM;DEF;SG,1,2
15560,kører,kørere,N;NOM;INDF;PL,1,2
15561,dans,dansenes,N;NOM;DEF;PL,1,2
15562,fæ,fæ,N;NOM;INDF;SG,1,2
15563,venlighed,venlighedens,N;NOM;DEF;SG,1,2
15564,data,datas,N;GEN;INDF;SG,1,2
15565,candyfloss,candyflossen,N;NOM;DEF;SG,1,2
15566,paragraf,paragraffers,N;GEN;INDF;PL,1,2
15567,særskrivning,særskrivning,N;NOM;INDF;SG,1,2
15568,kvælstof,kvælstoffet,N;NOM;DEF;SG,1,2
15569,mesanmast,mesanmasterne,N;NOM;DEF;PL,1,2
15570,værdimængde,værdimængder,N;NOM;INDF;PL,1,2
15571,motorvej,motorvejenes,N;NOM;DEF;PL,1,2
15572,tøffelhelt,tøffelheltenes,N;NOM;DEF;PL,1,2
15573,novelle,novellernes,N;NOM;DEF;PL,1,2
15574,hyldebær,hyldebærs,N;GEN;INDF;SG,1,2
15575,hypnose,hypnosen,N;NOM;DEF;SG,1,2
15576,bugspytkirtel,bugspytkirtlens,N;NOM;DEF;SG,1,2
15577,knarr,knarren,N;NOM;DEF;SG,1,2
15578,mønt,mønten,N;NOM;DEF;SG,1,2
15579,gilde,gildet,N;NOM;DEF;SG,1,2
15580,nudel,nudlensnudelens,N;NOM;DEF;SG,1,2
15581,modstand,modstands,N;GEN;INDF;SG,1,2
15582,hynde,hyndernes,N;NOM;DEF;PL,1,2
15583,fugleskræmsel,fugleskræmslernes,N;NOM;DEF;PL,1,2
15584,kakerlak,kakerlakker,N;NOM;INDF;PL,1,2
15585,boheme,bohemes,N;GEN;INDF;SG,1,2
15586,tændstikmand,tændstikmænd,N;NOM;INDF;PL,1,2
15587,babyvræl,babyvræls,N;GEN;INDF;PL,1,2
15588,bilvask,bilvaske,N;NOM;INDF;PL,1,2
15589,profeti,profetierne,N;NOM;DEF;PL,1,2
15590,cirkel,cirklers,N;GEN;INDF;PL,1,2
15591,flakon,flakonen,N;NOM;DEF;SG,1,2
15592,konjunktion,konjunktionen,N;NOM;DEF;SG,1,2
15593,testikel,testiklers,N;GEN;INDF;PL,1,2
15594,kvotientrække,kvotientrækker,N;NOM;INDF;PL,1,2
15595,regel,regel,N;NOM;INDF;SG,1,2
15596,newzealænder,newzealænder,N;NOM;INDF;SG,1,2
15597,journalist,journalists,N;GEN;INDF;SG,1,2
15598,oase,oasers,N;GEN;INDF;PL,1,2
15599,bøf,bøf,N;NOM;INDF;SG,1,2
15600,tydeliggørelse,tydeliggørelser,N;NOM;INDF;PL,1,2
15601,kokkepige,kokkepigernes,N;NOM;DEF;PL,1,2
15602,olivenolie,olivenolier,N;NOM;INDF;PL,1,2
15603,skarpskytte,skarpskytterne,N;NOM;DEF;PL,1,2
15604,ungkarl,ungkarl,N;NOM;INDF;SG,1,2
15605,markere,markerede,V;IND;PST;ACT,1,2
15606,håndtaske,håndtaskens,N;NOM;DEF;SG,1,2
15607,amatør,amatøren,N;NOM;DEF;SG,1,2
15608,orkestergrav,orkestergraves,N;GEN;INDF;PL,1,2
15609,forholdsord,forholdsordene,N;NOM;DEF;PL,1,2
15610,neutrum,neutrummers,N;GEN;INDF;PL,1,2
15611,introduktion,introduktionerne,N;NOM;DEF;PL,1,2
15612,tavle,tavles,N;GEN;INDF;SG,1,2
15613,grøft,grøfts,N;GEN;INDF;SG,1,2
15614,blindtarm,blindtarm,N;NOM;INDF;SG,1,2
15615,sofa,sofas,N;GEN;INDF;SG,1,2
15616,trækbasun,trækbasunernes,N;NOM;DEF;PL,1,2
15617,substituere,substitueres,V;IND;PRS;PASS,1,2
15618,flanere,flanerer,V;IND;PRS;ACT,1,2
15619,søjle,søjlen,N;NOM;DEF;SG,1,2
15620,udgift,udgiftens,N;NOM;DEF;SG,1,2
15621,karisma,karismas,N;GEN;INDF;SG,1,2
15622,storhjerne,storhjernes,N;GEN;INDF;SG,1,2
15623,brønd,brøndes,N;GEN;INDF;PL,1,2
15624,bov,bove,N;NOM;INDF;PL,1,2
15625,afbildning,afbildnings,N;GEN;INDF;SG,1,2
15626,salut,salutterne,N;NOM;DEF;PL,1,2
15627,surhedsregulator,surhedsregulator,N;NOM;INDF;SG,1,2
15628,gele,geleen,N;NOM;DEF;SG,1,2
15629,betaling,betalinger,N;NOM;INDF;PL,1,2
15630,drej,drejet,N;NOM;DEF;SG,1,2
15631,udstråle,udstråle,V;NFIN;ACT,1,2
15632,præposition,præpositioners,N;GEN;INDF;PL,1,2
15633,tv-serie,tv-serie,N;NOM;INDF;SG,1,2
15634,leverpostej,leverpostejerne,N;NOM;DEF;PL,1,2
15635,mobning,mobnings,N;GEN;INDF;SG,1,2
15636,visum,visum,N;NOM;INDF;SG,1,2
15637,spækhugger,spækhuggernes,N;NOM;DEF;PL,1,2
15638,resultat,resultatet,N;NOM;DEF;SG,1,2
15639,holm,holm,N;NOM;INDF;SG,1,2
15640,cigaretstump,cigaretstumper,N;NOM;INDF;PL,1,2
15641,palads,paladsets,N;NOM;DEF;SG,1,2
15642,tøjle,tøjles,N;GEN;INDF;SG,1,2
15643,tyrker,tyrkerne,N;NOM;DEF;PL,1,2
15644,gele,geleens,N;NOM;DEF;SG,1,2
15645,mellemkrigsår,mellemkrigsårets,N;NOM;DEF;SG,1,2
15646,pincet,pincetter,N;NOM;INDF;PL,1,2
15647,rævegrav,rævegraven,N;NOM;DEF;SG,1,2
